employee_id,client_id,first_name,last_name,personal_number,bank_account,bank_account_format,cost_centre,contract_type,pay_basis,monthly_salary,hourly_rate,started_on,ended_on,is_active,record_updated_on
E002-00063,CL-002,Eva,Černá,895206/1491,CZ7462100000003013496347,IBAN,VYR-02,HPP,hourly,,210,2023-06-09,,True,2025-01-04
E002-00064,CL-002,David,Beneš,710426/6660,CZ4308000000001829730045,IBAN,VYR-02,DPP,hourly,,220,2015-09-23,,True,2022-06-05
E002-00065,CL-002,Jana,Kalousová,895915/5118,CZ2555000000006175092610,IBAN,VYR-02,HPP,hourly,,170,2016-04-19,,True,2023-06-07
E002-00066,CL-002,Hana,Němcová,945623/9958,CZ0630306267970050904866,IBAN,VYR-02,HPP,hourly,,295,2017-02-23,,True,2024-07-11
E002-00067,CL-002,Tomáš,Zatloukal,720313/6785,CZ6401005828903378448432,IBAN,VYR-02,HPP part-time,hourly,,230,2018-07-23,,True,2022-04-03
E002-00068,CL-002,Pavel,Havlík,041226/8392,CZ8906007983250581149510,IBAN,VYR-02,HPP part-time,hourly,,160,2021-08-24,,True,2026-04-14
E002-00069,CL-002,Rostislav,Novotný,660728/1998,CZ7403009362041311484366,IBAN,VYR-02,HPP,hourly,,180,2022-01-08,,True,2024-02-03
E002-00070,CL-002,Petr,Křeček,041012/6464,CZ5927003910393102357283,IBAN,VYR-02,HPP,hourly,,185,2015-07-18,,True,2021-08-13
E002-00071,CL-002,Klára,Dostálová,055125/4612,CZ0355000000004134828180,IBAN,VYR-02,DPČ,hourly,,280,2023-07-27,,True,2024-08-17
E002-00072,CL-002,Martin,Procházka,650112/6159,CZ3508000000007660430356,IBAN,VYR-02,HPP,hourly,,215,2024-03-22,,True,2025-12-07
E002-00073,CL-002,Marek,Ševčík,800715/9734,CZ3303007794668728045539,IBAN,VYR-02,HPP,hourly,,270,2015-11-19,,True,2023-10-09
E002-00074,CL-002,Pavel,Pospíšil,640616/9825,CZ3508000000007143376221,IBAN,VYR-02,DPP,hourly,,295,2016-07-26,,True,2025-09-18
E002-00075,CL-002,Lukáš,Trnka,780614/4245,CZ9520100000003212511988,IBAN,VYR-02,HPP,hourly,,195,2017-06-04,,True,2025-06-08
E002-00076,CL-002,Stanislav,Sova,770428/2748,CZ6955000000009394270103,IBAN,VYR-02,HPP,hourly,,290,2025-07-20,,True,2026-02-18
E002-00077,CL-002,Martina,Jiroutová,626126/7703,CZ7655009670931130108838,IBAN,VYR-02,HPP,hourly,,335,2016-08-16,,True,2025-10-02
E002-00078,CL-002,František,Novotný,780219/2098,CZ6562100000001650137938,IBAN,VYR-02,DPP,hourly,,330,2011-07-27,,True,2023-11-17
E002-00079,CL-002,Klára,Pokorná,065419/3268,CZ8020100000000957584298,IBAN,VYR-02,HPP part-time,hourly,,265,2021-04-19,,True,2022-11-20
E002-00080,CL-002,Karel,Barták,661107/5677,CZ0327000000009030791309,IBAN,VYR-02,HPP,hourly,,335,2009-03-28,,True,2026-03-26
E002-00081,CL-002,Martin,Barták,820410/2850,CZ8808000000004329896281,IBAN,VYR-02,HPP,hourly,,210,2012-06-22,,True,2025-01-28
E002-00082,CL-002,Petr,Horák,930102/8507,CZ3403007305780720449917,IBAN,VYR-02,HPP,hourly,,295,2025-08-29,,True,2025-09-04
E002-00083,CL-002,Václav,Mareš,710726/8328,CZ5955000000000011547486,IBAN,VYR-02,DPČ,hourly,,170,2013-04-19,,True,2023-11-24
E002-00084,CL-002,Kateřina,Pokorná,965209/6461,CZ4903000000005961601261,IBAN,VYR-02,HPP,hourly,,245,2023-08-29,,True,2024-03-09
E002-00085,CL-002,Stanislav,Kříž,910516/1773,CZ1455000000009143363133,IBAN,VYR-02,HPP,hourly,,235,2026-04-11,,True,2026-05-12
E002-00086,CL-002,Jaroslava,Bláhová,625110/6171,CZ1301005886925280829461,IBAN,VYR-02,HPP part-time,hourly,,215,2023-10-14,,True,2024-06-18
E002-00087,CL-002,Iveta,Horáková,006002/5316,CZ2706000000001985231599,IBAN,VYR-02,HPP,hourly,,310,2017-12-29,,True,2026-04-19
E002-00088,CL-002,Roman,Bláha,620528/8529,CZ8730300000000558212866,IBAN,VYR-02,HPP,hourly,,250,2018-01-23,,True,2025-05-23
E002-00089,CL-002,Petr,Zatloukal,040913/3902,CZ8603000000000858884749,IBAN,VYR-02,HPP,hourly,,160,2023-01-06,,True,2023-07-15
E002-00090,CL-002,Kateřina,Jelínková,656101/3246,CZ3920100000004276963351,IBAN,VYR-02,HPP,hourly,,285,2021-06-23,,True,2025-05-08
E002-00091,CL-002,Zuzana,Novotná,855815/2979,CZ8903000000009536188960,IBAN,VYR-02,HPP,hourly,,310,2019-03-03,,True,2025-09-28
E002-00092,CL-002,Jana,Rybová,636027/3783,CZ3127000000005050031473,IBAN,VYR-02,HPP part-time,hourly,,290,2021-03-30,,True,2026-04-21
E002-00093,CL-002,Jana,Vaněková,815724/7879,CZ2130300000004946608708,IBAN,VYR-02,HPP,hourly,,195,2024-02-23,,True,2025-05-29
E002-00094,CL-002,Milan,Kolář,630110/4593,CZ3806009460414187869765,IBAN,VYR-03,HPP,hourly,,210,2025-06-05,,True,2025-08-30
E002-00095,CL-002,Jan,Šimek,870505/4712,CZ8108000000000805659912,IBAN,VYR-03,DPČ,hourly,,330,2022-05-24,,True,2026-04-25
E002-00096,CL-002,Michal,Král,960128/6382,CZ8420100000002305338116,IBAN,VYR-03,DPP,hourly,,205,2017-06-16,,True,2023-09-09
E002-00097,CL-002,Marek,Hájek,780908/1257,CZ5755000000002173858330,IBAN,VYR-03,HPP part-time,hourly,,290,2011-06-05,,True,2024-10-28
E002-00098,CL-002,Radek,Kříž,901024/9586,CZ4830300184654938648433,IBAN,VYR-03,HPP,hourly,,285,2022-05-19,,True,2024-01-11
E002-00099,CL-002,Martin,Bláha,771027/9895,CZ4230301107213307926295,IBAN,VYR-03,HPP,hourly,,255,2012-05-15,,True,2022-05-10
E002-00100,CL-002,Jiří,Horák,820808/1449,CZ4820105737663384488930,IBAN,VYR-03,HPP,hourly,,230,2021-12-25,,True,2025-09-30
E002-00101,CL-002,David,Růžička,810223/8508,CZ2001005767729488320487,IBAN,VYR-03,HPP,hourly,,200,2023-04-10,,True,2024-03-12
E002-00102,CL-002,Hana,Poláková,915120/5357,CZ2303000000006132640762,IBAN,VYR-03,DPP,hourly,,330,2023-12-23,,True,2024-11-08
E002-00103,CL-002,Petra,Pospíchalová,796017/8742,CZ6001000000005519743640,IBAN,VYR-03,HPP,hourly,,330,2025-11-21,,True,2026-05-17
E002-00104,CL-002,Petr,Sova,040701/1310,CZ3830300000008216837690,IBAN,VYR-03,HPP,hourly,,200,2022-12-23,,True,2025-11-05
E002-00105,CL-002,Ladislav,Říha,630425/7461,CZ4506000000008648460714,IBAN,VYR-03,HPP,hourly,,175,2021-04-09,,True,2024-02-11
E002-00106,CL-002,Miroslava,Němcová,066214/5321,CZ2820104243327359077800,IBAN,VYR-03,HPP part-time,hourly,,235,2015-09-16,,True,2026-07-22
E002-00107,CL-002,Jana,Sýkorová,766016/9477,CZ3403007228887495520515,IBAN,VYR-03,DPČ,hourly,,205,2024-07-01,,True,2026-06-19
E002-00108,CL-002,Anna,Vaněková,675313/2586,CZ9306008165840035544942,IBAN,VYR-03,HPP,hourly,,230,2019-04-16,,True,2025-12-15
E002-00109,CL-002,Zdeňka,Vránová,805526/1124,CZ0308007429457646303065,IBAN,VYR-03,HPP,hourly,,170,2016-10-31,,True,2021-11-11
E002-00110,CL-002,Vojtěch,Jirout,760826/2300,CZ6127005276539430553323,IBAN,VYR-03,HPP,hourly,,280,2022-11-30,,True,2024-02-07
E002-00111,CL-002,Veronika,Říhová,805828/7353,CZ6755000000001437056529,IBAN,VYR-03,HPP,hourly,,195,2025-06-27,,True,2025-11-17
E002-00112,CL-002,Lucie,Loukotová,965822/4623,CZ7727000000006733417048,IBAN,VYR-03,HPP,hourly,,160,2011-11-17,,True,2026-06-17
E002-00113,CL-002,Lukáš,Šulc,830313/3830,CZ6208000000009029071740,IBAN,VYR-03,HPP,hourly,,180,2020-10-07,,True,2022-01-28
E002-00114,CL-002,Lukáš,Štěpánek,670414/5663,CZ6727000000000806737986,IBAN,VYR-03,HPP,hourly,,325,2023-08-24,,True,2025-11-13
E002-00115,CL-002,Patrik,Novotný,030411/9445,CZ9762100000006222297934,IBAN,VYR-03,HPP,hourly,,190,2011-10-18,,True,2026-05-20
E002-00116,CL-002,Jaroslava,Černá,665211/3270,CZ7108000000002915310473,IBAN,VYR-04,DPČ,hourly,,195,2017-07-17,,True,2023-06-15
E002-00117,CL-002,Josef,Sýkora,820714/2781,CZ6130300000001710658306,IBAN,VYR-04,HPP,hourly,,200,2021-03-05,,True,2022-05-11
E002-00118,CL-002,Jiří,Konečný,870912/7749,CZ5601009526160809596819,IBAN,VYR-04,HPP,hourly,,265,2025-02-13,,True,2025-12-26
E002-00119,CL-002,Josef,Kratochvíl,870507/7387,CZ8562100000004775645970,IBAN,VYR-04,HPP part-time,hourly,,190,2022-12-09,,True,2024-05-14
E002-00120,CL-002,Jiří,Fojtík,770112/5709,CZ4120100000009684776074,IBAN,VYR-04,HPP part-time,hourly,,320,2024-08-10,,True,2025-05-27
E002-00121,CL-002,Milan,Vondra,980602/2138,CZ7655000000009784532502,IBAN,VYR-04,HPP,hourly,,260,2014-10-25,,True,2024-10-12
E002-00122,CL-002,Jaroslav,Sedláček,740109/2163,CZ7803000000002756110609,IBAN,VYR-04,HPP,hourly,,335,2020-08-12,,True,2024-12-28
E002-00123,CL-002,Lucie,Šťastná,755204/7568,CZ5727000000008721452487,IBAN,VYR-04,HPP,hourly,,220,2017-06-25,,True,2022-03-30
E002-00124,CL-002,Markéta,Marková,755504/4866,CZ8362100000002705339116,IBAN,VYR-04,HPP,hourly,,165,2016-11-22,,True,2026-04-02
E002-00125,CL-002,Miroslav,Kolář,730423/6483,CZ2262100000002623546516,IBAN,VYR-04,HPP,hourly,,270,2022-07-10,,True,2022-10-29
E002-00126,CL-002,Zdeněk,Vondra,651205/5172,CZ1303000000008831951801,IBAN,VYR-04,HPP,hourly,,320,2020-09-25,,True,2024-01-21
E002-00127,CL-002,Eva,Horáková,955801/8430,CZ5403000000006590921651,IBAN,VYR-04,HPP,hourly,,195,2014-08-12,,True,2023-04-09
E002-00128,CL-002,Radek,Sedláček,630628/5812,CZ6555000000002622859255,IBAN,VYR-04,HPP,hourly,,160,2023-09-22,,True,2025-09-05
E002-00129,CL-002,Tomáš,Veselý,770606/3623,CZ4130300560730575692557,IBAN,VYR-04,HPP,hourly,,160,2025-01-30,,True,2025-04-08
E002-00130,CL-002,Monika,Vávrová,636003/2913,CZ0820104639409416794143,IBAN,VYR-04,HPP part-time,hourly,,255,2016-07-16,,True,2024-02-11
E002-00131,CL-002,Filip,Křeček,860404/7715,CZ1062108628339532085670,IBAN,VYR-04,HPP,hourly,,295,2017-12-07,,True,2024-06-17
E002-00132,CL-002,Miroslav,Dvořák,020101/7230,CZ4520100000009391626288,IBAN,VYR-04,HPP,hourly,,245,2024-05-01,,True,2025-05-09
E002-00133,CL-002,Marek,Černý,810510/9495,CZ9603000468429641822469,IBAN,VYR-04,HPP part-time,hourly,,285,2015-12-16,,True,2025-08-15
E002-00134,CL-002,Petr,Doležal,870416/9109,CZ7855004110028021798068,IBAN,VYR-05,DPČ,hourly,,325,2020-04-06,,True,2024-04-17
E002-00135,CL-002,Marek,Hájek,950527/1028,CZ0801000000004950976637,IBAN,VYR-05,HPP,hourly,,255,2021-03-19,,True,2025-05-10
E002-00136,CL-002,Anna,Růžičková,875421/7687,CZ4762100000006076917853,IBAN,VYR-05,DPČ,hourly,,295,2019-08-30,,True,2026-02-05
E002-00137,CL-002,Hana,Nováková,856102/5764,CZ1027000000007364377258,IBAN,VYR-05,HPP,hourly,,205,2012-10-17,,True,2021-08-16
E002-00138,CL-002,Lenka,Tomková,625524/3359,CZ4827000000002593487737,IBAN,VYR-05,HPP part-time,hourly,,245,2021-04-05,,True,2022-11-28
E002-00139,CL-002,Marek,Ryba,930502/9407,CZ2220100000001477389233,IBAN,VYR-05,HPP,hourly,,175,2023-02-17,,True,2023-10-03
E002-00140,CL-002,Michal,Vlk,941228/1871,CZ9720100000003760169878,IBAN,VYR-05,DPČ,hourly,,295,2013-03-21,,True,2021-09-08
E002-00141,CL-002,Anna,Vlčková,915607/1442,CZ6701007143893824331350,IBAN,VYR-05,HPP,hourly,,200,2017-07-09,,True,2024-01-18
E002-00142,CL-002,Lenka,Vaníčková,735510/8208,CZ9606000000006812219144,IBAN,VYR-05,DPČ,hourly,,300,2022-06-06,,True,2026-01-27
E002-00143,CL-002,Jan,Dvořák,940802/1929,CZ2062100000004274431553,IBAN,KVL-01,HPP,hourly,,180,2021-06-19,,True,2023-01-11
E002-00144,CL-002,Stanislav,Sedláček,020208/9042,CZ9701000000001283209289,IBAN,KVL-01,HPP,hourly,,185,2021-06-04,,True,2023-07-04
E002-00145,CL-002,Jiří,Dvořák,980224/9695,CZ6406006690889678590002,IBAN,KVL-01,HPP,hourly,,215,2014-09-22,,True,2024-09-30
E002-00146,CL-002,Veronika,Zajícová,846122/7241,CZ5706000000000622131866,IBAN,KVL-01,HPP,hourly,,165,2018-02-28,,True,2025-02-24
E002-00147,CL-002,Jan,Veselý,660501/5751,CZ9503000000003524380373,IBAN,KVL-01,HPP part-time,hourly,,295,2021-08-15,,True,2023-09-13
E002-00148,CL-002,Vladimír,Král,910808/8332,CZ5455000000005081949133,IBAN,KVL-01,HPP,hourly,,325,2017-09-16,,True,2024-09-07
E002-00149,CL-002,Petr,Horák,630907/4791,CZ5308006418027098746172,IBAN,KVL-01,HPP,hourly,,220,2025-02-03,,True,2025-08-19
E002-00150,CL-002,Pavel,Král,651027/7441,CZ7555000000007336243208,IBAN,KVL-01,HPP,hourly,,225,2016-07-04,,True,2023-08-04
E002-00151,CL-002,Miroslav,Sedláček,900419/3154,CZ5720100000004292450144,IBAN,KVL-01,HPP,hourly,,320,2014-12-25,,True,2025-07-18
E002-00152,CL-002,Veronika,Kučerová,865214/5224,CZ5201000000006293413650,IBAN,KVL-01,HPP part-time,hourly,,325,2017-06-27,,True,2022-12-24
E002-00153,CL-002,Petr,Kopecký,780327/8046,CZ6430300000009142315095,IBAN,KVL-01,HPP part-time,hourly,,330,2016-06-09,,True,2025-11-07
E002-00154,CL-002,Tomáš,Ježek,950610/3835,CZ4606000000001063133834,IBAN,KVL-01,HPP part-time,hourly,,300,2016-12-05,,True,2025-10-12
E002-00155,CL-002,Milan,Doležal,731202/9678,CZ8962100000001348425796,IBAN,KVL-01,HPP,hourly,,245,2019-04-12,,True,2023-08-10
E002-00156,CL-002,Petr,Doubek,700720/8295,CZ8055000000003059058576,IBAN,KVL-01,HPP,hourly,,235,2020-09-20,,True,2022-09-08
E002-00157,CL-002,Miroslav,Kříž,000421/4594,CZ0408000122889974596159,IBAN,UDR-01,HPP,hourly,,300,2015-10-23,,True,2022-10-16
E002-00158,CL-002,Josef,Doležal,031023/4072,CZ7662100000006609466246,IBAN,UDR-01,HPP,hourly,,165,2023-10-23,,True,2026-07-31
E002-00159,CL-002,Marie,Novotná,665711/1602,CZ4503000000007343367788,IBAN,UDR-01,HPP,hourly,,235,2021-01-15,,True,2025-04-07
E002-00160,CL-002,Martin,Marek,880722/8603,CZ0655000000001942491647,IBAN,UDR-01,HPP,hourly,,325,2021-12-10,,True,2023-11-29
E002-00161,CL-002,Anna,Procházková,776011/7467,CZ4827000000006150861372,IBAN,UDR-01,DPP,hourly,,230,2021-02-25,,True,2026-05-14
E002-00162,CL-002,Jiří,Procházka,030721/7756,CZ7303000000005156046287,IBAN,UDR-01,HPP,hourly,,235,2025-06-24,,True,2025-10-10
E002-00163,CL-002,Lukáš,Bartoš,030727/1615,CZ2030309528769955231591,IBAN,UDR-01,DPP,hourly,,205,2012-08-17,,True,2022-07-31
E002-00164,CL-002,Martina,Vlková,745510/7791,CZ9301002684970795762778,IBAN,UDR-01,HPP,hourly,,305,2024-04-08,,True,2024-05-05
E002-00165,CL-002,Jiří,Skala,941205/6121,CZ1808002254344810963703,IBAN,UDR-01,HPP,hourly,,200,2016-01-10,,True,2023-03-31
E002-00166,CL-002,Pavel,Sedláček,810124/6120,CZ7903000000002109891450,IBAN,UDR-01,HPP,hourly,,215,2022-06-11,,True,2022-11-08
E002-00167,CL-002,Václav,Bláha,801016/4823,CZ7555000000002691758078,IBAN,UDR-01,DPP,hourly,,285,2023-05-29,,True,2025-10-17
E002-00168,CL-002,Jan,Vlček,940619/1758,CZ8601001002172787002225,IBAN,TPV-01,HPP,monthly,60500,,2022-03-26,,True,2024-09-28
E002-00169,CL-002,Jana,Vlčková,895426/2625,CZ3903000000009904748732,IBAN,TPV-01,HPP,monthly,75000,,2014-01-30,,True,2023-06-26
E002-00170,CL-002,Ludmila,Štěpánková,655707/1820,CZ8662100000009729180842,IBAN,TPV-01,HPP,monthly,75000,,2021-01-08,,True,2025-11-18
E002-00171,CL-002,Hana,Jandáková,986008/8579,CZ7606000000004990162871,IBAN,TPV-01,HPP,monthly,63000,,2016-09-22,,True,2021-09-17
E002-00172,CL-002,Rostislav,Novotný,870323/2967,CZ8330300000001226137672,IBAN,TPV-01,HPP,monthly,73000,,2012-06-15,,True,2024-11-22
E002-00173,CL-002,Lenka,Nováková,875702/7663,CZ4203000000001818699280,IBAN,TPV-01,HPP,monthly,91500,,2020-07-07,,True,2026-06-01
E002-00174,CL-002,Jan,Beneš,941223/9441,CZ8820108623428239580273,IBAN,TPV-01,HPP,monthly,64000,,2019-07-10,,True,2024-11-27
E002-00175,CL-002,Patrik,Růžička,811127/8012,CZ1427000000004491099834,IBAN,TPV-01,HPP,monthly,59500,,2021-12-21,,True,2024-03-11
E002-00176,CL-002,Jiří,Vaněk,620416/3850,CZ6803006124016080951833,IBAN,TPV-01,HPP,monthly,61500,,2013-09-12,,True,2024-07-19
E002-00177,CL-002,Libor,Novosad,661212/9071,CZ5303000000005485799020,IBAN,TPV-01,HPP,monthly,78500,,2016-09-14,,True,2025-10-24
E002-00178,CL-002,Roman,Šmíd,001007/6152,CZ4201000000004217432731,IBAN,SKL-01,HPP,hourly,,215,2018-08-11,,True,2024-07-13
E002-00179,CL-002,Anna,Sovová,655102/7672,CZ1062100000009712223797,IBAN,SKL-01,HPP,hourly,,185,2011-06-27,,True,2025-08-08
E002-00180,CL-002,Jan,Beneš,761218/2685,CZ6127000270079031855159,IBAN,SKL-01,HPP,hourly,,200,2022-03-08,,True,2022-10-17
E002-00181,CL-002,Karel,Růžička,920412/6476,CZ4208000000005585894431,IBAN,SKL-01,HPP part-time,hourly,,285,2019-03-27,,True,2023-07-29
E002-00182,CL-002,Josef,Pospíchal,620807/9353,CZ9603000000003025737208,IBAN,SKL-01,HPP,hourly,,225,2020-06-06,,True,2022-12-20
E002-00183,CL-002,Zdeněk,Bartoš,630122/1398,CZ9603000000006189566614,IBAN,SKL-01,HPP part-time,hourly,,180,2014-11-06,,True,2026-04-17
E002-00184,CL-002,František,Jelínek,791208/2276,CZ3406000000009746844971,IBAN,SKL-01,HPP,hourly,,310,2009-10-01,,True,2024-07-19
E002-00185,CL-002,Adam,Marek,630803/3923,CZ4506000000006981106277,IBAN,SKL-01,DPP,hourly,,160,2023-02-28,,True,2026-01-05
E002-00186,CL-002,Pavel,Konečný,790416/1820,CZ3703000000005153472652,IBAN,SKL-01,HPP,hourly,,290,2016-08-23,,True,2023-01-14
E002-00187,CL-002,Jitka,Dudová,636220/5887,CZ3203000000009099985448,IBAN,SKL-01,HPP,hourly,,200,2022-06-30,,True,2024-04-25
E002-00188,CL-002,Stanislav,Novák,820525/4223,CZ3227000000008200765085,IBAN,SKL-01,HPP,hourly,,310,2020-09-17,,True,2023-03-22
E002-00189,CL-002,Marie,Nováková,895114/1656,CZ1262109217670896273722,IBAN,SKL-01,HPP,hourly,,305,2016-12-23,,True,2022-07-19
E002-00190,CL-002,Lukáš,Jelínek,661227/7673,CZ5008000220019039969527,IBAN,OBN-01,HPP,monthly,84500,,2020-10-04,,True,2024-04-11
E002-00191,CL-002,David,Novák,920621/8895,CZ4030300000001559859768,IBAN,OBN-01,HPP,monthly,94500,,2024-03-24,,True,2024-11-11
E002-00192,CL-002,Zuzana,Pospíšilová,725206/8115,CZ7920103620289491528680,IBAN,OBN-01,HPP,monthly,91500,,2019-05-21,,True,2025-08-04
E002-00193,CL-002,Ludmila,Novotná,795720/6799,CZ4306000000007556114844,IBAN,OBN-01,HPP,monthly,59500,,2020-10-02,,True,2024-01-27
E002-00194,CL-002,Miroslava,Svobodová,666119/4336,CZ3906000000007698537106,IBAN,OBN-01,HPP,monthly,46000,,2018-05-30,,True,2021-09-27
E002-00195,CL-002,Jaroslav,Vávra,860714/1766,CZ3055000000001030751549,IBAN,OBN-01,HPP,monthly,60000,,2025-05-15,,True,2025-10-06
E002-00196,CL-002,Aleš,Bláha,641110/4566,CZ2706000000005310643993,IBAN,OBN-01,HPP,monthly,68500,,2023-03-28,,True,2023-10-01
E002-00197,CL-002,Tereza,Vávrová,915612/7664,CZ7930300000009855432053,IBAN,OBN-01,HPP,monthly,39500,,2020-09-03,,True,2022-09-03
E002-00198,CL-002,David,Kučera,871209/2485,CZ6701000000009116553954,IBAN,SPR-01,HPP,monthly,55000,,2014-04-25,,True,2022-10-01
E002-00199,CL-002,Tereza,Šindelářová,065805/5647,CZ6662100000005342427206,IBAN,SPR-01,HPP,monthly,60500,,2022-11-06,,True,2025-03-02
E002-00200,CL-002,Helena,Zítková,946224/7684,CZ8303000000007474854678,IBAN,SPR-01,HPP,monthly,42000,,2012-12-11,,True,2025-10-24
E002-00201,CL-002,Marie,Štěpánková,655817/9376,CZ9427006495194367358255,IBAN,SPR-01,HPP,monthly,47500,,2018-01-09,,True,2021-09-08
E002-00202,CL-002,František,Doležal,990812/8457,CZ5130300000005019745392,IBAN,SPR-01,HPP,monthly,65000,,2023-01-06,,True,2025-06-30
E002-00203,CL-002,Hana,Kolářová,765205/7423,CZ4627000000006211316658,IBAN,SPR-01,HPP,monthly,59000,,2016-07-26,,True,2023-06-01
E002-00204,CL-002,Veronika,Vlková,905411/6546,CZ7855000000007817412721,IBAN,SPR-01,HPP,monthly,41000,,2024-07-21,,True,2026-07-07
E002-00205,CL-002,Hana,Křížová,975916/4694,CZ3008008510938531924659,IBAN,SPR-01,HPP,monthly,60000,,2017-02-06,,True,2024-10-09
E002-00206,CL-002,Pavel,Vávra,720615/3022,CZ1801000000007198303691,IBAN,SPR-01,HPP,monthly,63500,,2023-02-11,,True,2023-03-26
E002-00207,CL-002,Jana,Zemanová,755712/1487,CZ2908004732669787954694,IBAN,SPR-01,HPP,monthly,56500,,2018-06-18,,True,2023-12-01
E002-00208,CL-002,Zuzana,Zemanová,705626/5345,CZ3055000000002066068536,IBAN,SPR-01,HPP,monthly,91000,,2022-11-30,,True,2023-04-23
E002-00209,CL-002,Petr,Bezděk,930822/2892,CZ1555002569239395118288,IBAN,SPR-01,HPP,monthly,55500,,2021-04-03,,True,2024-03-22
E002-00210,CL-002,Věra,Horáková,026125/2487,CZ3530300000000105589783,IBAN,SPR-01,HPP,monthly,44000,,2023-09-12,,True,2026-07-16
E003-00001,CL-003,Michaela,Kovářová,886201/6832,CZ5455000000008978198573,IBAN,DOP-PLZ-01,HPP,hourly,,270,2023-11-30,,True,2026-04-20
E003-00002,CL-003,Radka,Křečková,855804/8023,CZ3720107816397489332605,IBAN,DOP-PLZ-01,HPP part-time,hourly,,210,2022-07-21,,True,2026-03-20
E003-00003,CL-003,Pavel,Válek,930122/3637,CZ0762100000009672998312,IBAN,DOP-PLZ-01,HPP part-time,hourly,,255,2011-08-20,,True,2026-01-30
E003-00004,CL-003,Tomáš,Novák,990720/1923,CZ3127000000005026797839,IBAN,DOP-PLZ-01,HPP,hourly,,280,2023-04-06,,True,2026-06-24
E003-00005,CL-003,Tomáš,Svoboda,020707/4237,CZ4527000000009532685916,IBAN,DOP-PLZ-01,DPČ,hourly,,250,2018-07-12,,True,2026-04-10
E003-00006,CL-003,Tomáš,Novák,790521/1471,CZ9755000000006863445606,IBAN,DOP-PLZ-01,DPČ,hourly,,195,2014-07-15,,True,2026-05-05
E003-00007,CL-003,Jiří,Navrátil,670817/7670,CZ4803004752192507761653,IBAN,DOP-PLZ-01,DPP,hourly,,185,2017-11-24,,True,2026-02-02
E003-00008,CL-003,Roman,Kovář,710302/2142,CZ7008000000001464056049,IBAN,DOP-PLZ-01,HPP,hourly,,170,2020-05-27,,True,2026-04-19
E003-00009,CL-003,Libor,Procházka,900801/4114,CZ5208000000004046637238,IBAN,DOP-PLZ-01,HPP,hourly,,245,2016-11-29,,True,2026-05-25
E003-00010,CL-003,Martina,Němcová,895123/2027,CZ0706000000009321935987,IBAN,DOP-PLZ-01,HPP,hourly,,230,2023-01-26,,True,2026-06-15
E003-00011,CL-003,Helena,Černá,675116/2258,CZ2903004860322359081924,IBAN,DOP-PLZ-01,DPP,hourly,,205,2023-11-13,,True,2026-03-20
E003-00012,CL-003,Michal,Dvořák,860721/5138,CZ6803000000009148854564,IBAN,DOP-PLZ-01,HPP,hourly,,315,2014-07-30,,True,2026-05-16
E003-00013,CL-003,Miroslav,Kraus,690323/8895,CZ7855000000006763448357,IBAN,DOP-PLZ-01,DPČ,hourly,,290,2023-03-25,,True,2026-05-12
E003-00014,CL-003,Václav,Barták,810302/3906,CZ9003000000001004962700,IBAN,DOP-PLZ-01,HPP part-time,hourly,,310,2017-05-24,,True,2026-01-20
E003-00015,CL-003,František,Pekař,000827/7432,CZ7801001839785964934095,IBAN,DOP-PLZ-01,HPP,hourly,,235,2021-06-08,,True,2026-02-24
E003-00016,CL-003,Josef,Kroupa,881222/1964,CZ5601000000000111958210,IBAN,DOP-PLZ-01,HPP,hourly,,260,2017-05-15,,True,2026-04-22
E003-00017,CL-003,Patrik,Fiala,740817/6560,CZ4062108618672469624253,IBAN,DOP-PLZ-01,HPP,hourly,,220,2023-08-30,,True,2025-11-22
E003-00018,CL-003,Antonín,Novák,890305/6537,CZ9503000000000566054973,IBAN,DOP-PLZ-01,HPP,hourly,,225,2020-09-04,,True,2026-08-04
E003-00019,CL-003,Jan,Bláha,930619/4861,CZ8255000000008052279719,IBAN,DOP-PLZ-01,HPP,hourly,,210,2021-03-28,,True,2026-01-11
E003-00020,CL-003,David,Černý,660614/6349,CZ8206000000006092959837,IBAN,DOP-PLZ-01,HPP part-time,hourly,,245,2018-01-19,,True,2026-02-17
E003-00021,CL-003,Lenka,Kadlečková,825824/2649,CZ6206000000009890065161,IBAN,DOP-PLZ-01,HPP,hourly,,165,2018-03-14,,True,2025-11-22
E003-00022,CL-003,Tomáš,Procházka,790208/1268,CZ3620100000008374687665,IBAN,DOP-PLZ-01,HPP,hourly,,300,2020-08-17,,True,2026-07-17
E003-00023,CL-003,Josef,Beránek,030918/4377,CZ9301000000001779044649,IBAN,DOP-PLZ-01,HPP part-time,hourly,,315,2016-04-20,,True,2026-05-16
E003-00024,CL-003,Markéta,Mrázková,905327/2360,CZ1620100000003281252945,IBAN,DOP-PLZ-01,HPP,hourly,,260,2011-08-23,,True,2026-05-05
E003-00025,CL-003,Marie,Musilová,675406/2567,CZ9320100000007907808082,IBAN,DOP-PLZ-01,HPP part-time,hourly,,270,2017-02-11,,True,2026-06-07
E003-00026,CL-003,Petra,Válková,735422/8691,CZ2908003366231098000741,IBAN,DOP-PLZ-01,HPP,hourly,,330,2024-12-15,,True,2025-12-10
E003-00027,CL-003,Hana,Čechová,015906/7005,CZ3930300000009248137307,IBAN,DOP-PLZ-01,HPP part-time,hourly,,335,2015-07-10,,True,2026-03-04
